Feature,Importance
Lingkungan_Belajar,0.21619675481529652
Interaksi_Belajar,0.19924952625134965
Intensitas_Belajar,0.167177180611514
Teknologi,0.1642953374453144
Disiplin_Belajar,0.15960378221924848
Fokus_Belajar,0.06662279263245292
Waktu_Efektif,0.026854626024824056
